,Date,Close,Volume,Dividends,Stock Splits,Ticker,Date_time
45,2010-09-01,4.090000152587891,2474500.0,0.0,0.0,TSLA,2010-09-01
46,2010-09-02,4.211999893188477,2435500.0,0.0,0.0,TSLA,2010-09-02
47,2010-09-03,4.210000038146973,2173000.0,0.0,0.0,TSLA,2010-09-03
48,2010-09-07,4.107999801635742,1217000.0,0.0,0.0,TSLA,2010-09-07
49,2010-09-08,4.179999828338623,1442000.0,0.0,0.0,TSLA,2010-09-08
50,2010-09-10,4.033999919891357,1933000.0,0.0,0.0,TSLA,2010-09-10
51,2010-09-13,4.144000053405762,1804000.0,0.0,0.0,TSLA,2010-09-13
52,2010-09-14,4.223999977111816,3273500.0,0.0,0.0,TSLA,2010-09-14
53,2010-09-15,4.395999908447266,3423000.0,0.0,0.0,TSLA,2010-09-15
54,2010-09-16,4.188000202178955,13422500.0,0.0,0.0,TSLA,2010-09-16
55,2010-09-17,4.046000003814697,5992500.0,0.0,0.0,TSLA,2010-09-17
56,2010-09-20,4.211999893188477,4737500.0,0.0,0.0,TSLA,2010-09-20
57,2010-09-21,4.1539998054504395,3980000.0,0.0,0.0,TSLA,2010-09-21
58,2010-09-22,3.9739999771118164,4814500.0,0.0,0.0,TSLA,2010-09-22
59,2010-09-23,3.9119999408721924,3340500.0,0.0,0.0,TSLA,2010-09-23
60,2010-09-24,4.019999980926514,2894500.0,0.0,0.0,TSLA,2010-09-24
61,2010-09-27,4.105999946594238,2093000.0,0.0,0.0,TSLA,2010-09-27
62,2010-09-28,4.28000020980835,6072500.0,0.0,0.0,TSLA,2010-09-28
63,2010-09-29,4.395999908447266,9846500.0,0.0,0.0,TSLA,2010-09-29
64,2010-09-30,4.081999778747559,10979000.0,0.0,0.0,TSLA,2010-09-30
65,2010-10-01,4.119999885559082,2988500.0,0.0,0.0,TSLA,2010-10-01
66,2010-10-04,4.197999954223633,3218000.0,0.0,0.0,TSLA,2010-10-04
67,2010-10-05,4.223999977111816,1660000.0,0.0,0.0,TSLA,2010-10-05
68,2010-10-06,4.0920000076293945,1567000.0,0.0,0.0,TSLA,2010-10-06
69,2010-10-07,4.085999965667725,705000.0,0.0,0.0,TSLA,2010-10-07
70,2010-10-08,4.085999965667725,1339000.0,0.0,0.0,TSLA,2010-10-08
71,2010-10-11,4.047999858856201,856000.0,0.0,0.0,TSLA,2010-10-11
72,2010-10-12,4.047999858856201,1220000.0,0.0,0.0,TSLA,2010-10-12
73,2010-10-13,4.107999801635742,1591000.0,0.0,0.0,TSLA,2010-10-13
74,2010-10-14,4.150000095367432,1474000.0,0.0,0.0,TSLA,2010-10-14
75,2010-10-15,4.107999801635742,1423500.0,0.0,0.0,TSLA,2010-10-15
76,2010-10-18,4.046000003814697,814000.0,0.0,0.0,TSLA,2010-10-18
77,2010-10-19,4.010000228881836,1226000.0,0.0,0.0,TSLA,2010-10-19
78,2010-10-20,4.130000114440918,1562500.0,0.0,0.0,TSLA,2010-10-20
79,2010-10-21,4.150000095367432,2085500.0,0.0,0.0,TSLA,2010-10-21
80,2010-10-22,4.144000053405762,805500.0,0.0,0.0,TSLA,2010-10-22
81,2010-10-25,4.170000076293945,592500.0,0.0,0.0,TSLA,2010-10-25
82,2010-10-26,4.271999835968018,3304500.0,0.0,0.0,TSLA,2010-10-26
83,2010-10-27,4.199999809265137,1782500.0,0.0,0.0,TSLA,2010-10-27
84,2010-10-28,4.23799991607666,1121000.0,0.0,0.0,TSLA,2010-10-28
85,2010-10-29,4.368000030517578,1403000.0,0.0,0.0,TSLA,2010-10-29
86,2010-11-01,4.2820000648498535,2279000.0,0.0,0.0,TSLA,2010-11-01
87,2010-11-02,4.25,1612500.0,0.0,0.0,TSLA,2010-11-02
88,2010-11-03,4.354000091552734,1863000.0,0.0,0.0,TSLA,2010-11-03
89,2010-11-04,4.980000019073486,9370000.0,0.0,0.0,TSLA,2010-11-04
90,2010-11-05,4.888000011444092,5055000.0,0.0,0.0,TSLA,2010-11-05
91,2010-11-08,4.995999813079834,2547500.0,0.0,0.0,TSLA,2010-11-08
92,2010-11-09,4.926000118255615,4782000.0,0.0,0.0,TSLA,2010-11-09
93,2010-11-10,5.872000217437744,15302500.0,0.0,0.0,TSLA,2010-11-10
94,2010-11-11,5.607999801635742,9726500.0,0.0,0.0,TSLA,2010-11-11
95,2010-11-12,5.9679999351501465,13645500.0,0.0,0.0,TSLA,2010-11-12
96,2010-11-15,6.159999847412109,13114500.0,0.0,0.0,TSLA,2010-11-15
97,2010-11-16,5.934000015258789,6738000.0,0.0,0.0,TSLA,2010-11-16
98,2010-11-17,5.8979997634887695,3750000.0,0.0,0.0,TSLA,2010-11-17
99,2010-11-18,5.978000164031982,4780500.0,0.0,0.0,TSLA,2010-11-18
100,2010-11-19,6.197999954223633,5752500.0,0.0,0.0,TSLA,2010-11-19
101,2010-11-22,6.679999828338623,7648500.0,0.0,0.0,TSLA,2010-11-22
102,2010-11-23,6.914000034332275,7889000.0,0.0,0.0,TSLA,2010-11-23
103,2010-11-24,7.093999862670898,7125000.0,0.0,0.0,TSLA,2010-11-24
104,2010-11-26,7.064000129699707,1753000.0,0.0,0.0,TSLA,2010-11-26
105,2010-11-29,6.866000175476074,5728000.0,0.0,0.0,TSLA,2010-11-29
106,2010-11-30,7.065999984741211,11113000.0,0.0,0.0,TSLA,2010-11-30
107,2010-12-01,6.869999885559082,6496000.0,0.0,0.0,TSLA,2010-12-01
108,2010-12-02,6.46999979019165,10035000.0,0.0,0.0,TSLA,2010-12-02
109,2010-12-03,6.297999858856201,5800500.0,0.0,0.0,TSLA,2010-12-03
110,2010-12-06,6.061999797821045,6372000.0,0.0,0.0,TSLA,2010-12-06
111,2010-12-07,6.311999797821045,6556500.0,0.0,0.0,TSLA,2010-12-07
112,2010-12-08,6.473999977111816,3300000.0,0.0,0.0,TSLA,2010-12-08
113,2010-12-09,6.409999847412109,2030000.0,0.0,0.0,TSLA,2010-12-09
114,2010-12-10,6.303999900817871,2147000.0,0.0,0.0,TSLA,2010-12-10
115,2010-12-13,6.110000133514404,2052000.0,0.0,0.0,TSLA,2010-12-13
116,2010-12-14,5.705999851226807,8828500.0,0.0,0.0,TSLA,2010-12-14
117,2010-12-15,5.920000076293945,3714500.0,0.0,0.0,TSLA,2010-12-15
118,2010-12-16,6.1620001792907715,3950500.0,0.0,0.0,TSLA,2010-12-16
119,2010-12-17,6.271999835968018,4065000.0,0.0,0.0,TSLA,2010-12-17
120,2010-12-20,6.340000152587891,2617000.0,0.0,0.0,TSLA,2010-12-20
121,2010-12-21,6.452000141143799,3888500.0,0.0,0.0,TSLA,2010-12-21
122,2010-12-22,6.526000022888184,4166500.0,0.0,0.0,TSLA,2010-12-22
123,2010-12-23,6.01800012588501,7763000.0,0.0,0.0,TSLA,2010-12-23
124,2010-12-27,5.110000133514404,46509500.0,0.0,0.0,TSLA,2010-12-27
125,2010-12-28,5.2820000648498535,20281500.0,0.0,0.0,TSLA,2010-12-28
126,2010-12-29,5.546000003814697,16596000.0,0.0,0.0,TSLA,2010-12-29
127,2010-12-30,5.300000190734863,10205500.0,0.0,0.0,TSLA,2010-12-30
128,2010-12-31,5.326000213623047,7089500.0,0.0,0.0,TSLA,2010-12-31
129,2011-01-03,5.323999881744385,6415000.0,0.0,0.0,TSLA,2011-01-03
130,2011-01-04,5.334000110626221,5937000.0,0.0,0.0,TSLA,2011-01-04
131,2011-01-05,5.366000175476074,7233500.0,0.0,0.0,TSLA,2011-01-05
132,2011-01-06,5.576000213623047,10306000.0,0.0,0.0,TSLA,2011-01-06
133,2011-01-07,5.6479997634887695,11239500.0,0.0,0.0,TSLA,2011-01-07
134,2011-01-10,5.690000057220459,6713500.0,0.0,0.0,TSLA,2011-01-10
135,2011-01-11,5.392000198364258,8551000.0,0.0,0.0,TSLA,2011-01-11
136,2011-01-12,5.392000198364258,4822000.0,0.0,0.0,TSLA,2011-01-12
137,2011-01-13,5.24399995803833,3618000.0,0.0,0.0,TSLA,2011-01-13
138,2011-01-14,5.150000095367432,5960000.0,0.0,0.0,TSLA,2011-01-14
139,2011-01-18,5.127999782562256,8108500.0,0.0,0.0,TSLA,2011-01-18
140,2011-01-19,4.806000232696533,11857500.0,0.0,0.0,TSLA,2011-01-19
141,2011-01-20,4.52400016784668,11399500.0,0.0,0.0,TSLA,2011-01-20
142,2011-01-21,4.607999801635742,6085000.0,0.0,0.0,TSLA,2011-01-21
143,2011-01-24,4.8979997634887695,8225500.0,0.0,0.0,TSLA,2011-01-24
144,2011-01-25,4.935999870300293,6357500.0,0.0,0.0,TSLA,2011-01-25
145,2011-01-26,4.949999809265137,5399500.0,0.0,0.0,TSLA,2011-01-26
146,2011-01-27,4.984000205993652,4478500.0,0.0,0.0,TSLA,2011-01-27
147,2011-01-28,4.802000045776367,5242000.0,0.0,0.0,TSLA,2011-01-28
148,2011-01-31,4.820000171661377,4151500.0,0.0,0.0,TSLA,2011-01-31
149,2011-02-01,4.7820000648498535,3539000.0,0.0,0.0,TSLA,2011-02-01
150,2011-02-02,4.788000106811523,2847500.0,0.0,0.0,TSLA,2011-02-02
151,2011-02-03,4.72599983215332,2560000.0,0.0,0.0,TSLA,2011-02-03
152,2011-02-04,4.691999912261963,2720000.0,0.0,0.0,TSLA,2011-02-04
153,2011-02-07,4.613999843597412,4475500.0,0.0,0.0,TSLA,2011-02-07
154,2011-02-08,4.8979997634887695,17524500.0,0.0,0.0,TSLA,2011-02-08
155,2011-02-09,4.642000198364258,13178000.0,0.0,0.0,TSLA,2011-02-09
156,2011-02-10,4.644000053405762,4180500.0,0.0,0.0,TSLA,2011-02-10
157,2011-02-11,4.650000095367432,3172500.0,0.0,0.0,TSLA,2011-02-11
158,2011-02-14,4.616000175476074,6415500.0,0.0,0.0,TSLA,2011-02-14
159,2011-02-15,4.567999839782715,4768500.0,0.0,0.0,TSLA,2011-02-15
160,2011-02-16,4.946000099182129,20575500.0,0.0,0.0,TSLA,2011-02-16
161,2011-02-17,4.71999979019165,13092000.0,0.0,0.0,TSLA,2011-02-17
162,2011-02-18,4.636000156402588,11853500.0,0.0,0.0,TSLA,2011-02-18
163,2011-02-22,4.374000072479248,10323000.0,0.0,0.0,TSLA,2011-02-22
164,2011-02-23,4.366000175476074,8028000.0,0.0,0.0,TSLA,2011-02-23
165,2011-02-24,4.50600004196167,5276500.0,0.0,0.0,TSLA,2011-02-24
166,2011-02-25,4.7220001220703125,6731500.0,0.0,0.0,TSLA,2011-02-25
167,2011-02-28,4.7779998779296875,5256000.0,0.0,0.0,TSLA,2011-02-28
168,2011-03-01,4.788000106811523,5532000.0,0.0,0.0,TSLA,2011-03-01
169,2011-03-02,4.803999900817871,3316500.0,0.0,0.0,TSLA,2011-03-02
170,2011-03-03,4.872000217437744,3201000.0,0.0,0.0,TSLA,2011-03-03
171,2011-03-04,4.989999771118164,7900500.0,0.0,0.0,TSLA,2011-03-04
172,2011-03-07,4.98799991607666,10168000.0,0.0,0.0,TSLA,2011-03-07
173,2011-03-08,4.932000160217285,6999500.0,0.0,0.0,TSLA,2011-03-08
174,2011-03-09,4.943999767303467,4624000.0,0.0,0.0,TSLA,2011-03-09
175,2011-03-10,4.802000045776367,5085000.0,0.0,0.0,TSLA,2011-03-10
176,2011-03-11,4.814000129699707,4654000.0,0.0,0.0,TSLA,2011-03-11
177,2011-03-14,4.650000095367432,5830000.0,0.0,0.0,TSLA,2011-03-14
178,2011-03-15,4.590000152587891,6594000.0,0.0,0.0,TSLA,2011-03-15
179,2011-03-16,4.564000129699707,5848500.0,0.0,0.0,TSLA,2011-03-16
180,2011-03-17,4.561999797821045,4613000.0,0.0,0.0,TSLA,2011-03-17
181,2011-03-18,4.5920000076293945,3439500.0,0.0,0.0,TSLA,2011-03-18
182,2011-03-21,4.546000003814697,2058500.0,0.0,0.0,TSLA,2011-03-21
183,2011-03-22,4.438000202178955,2914500.0,0.0,0.0,TSLA,2011-03-22
184,2011-03-23,4.441999912261963,2114000.0,0.0,0.0,TSLA,2011-03-23
185,2011-03-24,4.466000080108643,2311000.0,0.0,0.0,TSLA,2011-03-24
186,2011-03-25,4.550000190734863,2840000.0,0.0,0.0,TSLA,2011-03-25
187,2011-03-28,4.650000095367432,5290500.0,0.0,0.0,TSLA,2011-03-28
188,2011-03-29,4.783999919891357,3777000.0,0.0,0.0,TSLA,2011-03-29
189,2011-03-30,4.742000102996826,6116500.0,0.0,0.0,TSLA,2011-03-30
190,2011-03-31,5.550000190734863,57589000.0,0.0,0.0,TSLA,2011-03-31
191,2011-04-01,5.331999778747559,14324000.0,0.0,0.0,TSLA,2011-04-01
192,2011-04-04,5.165999889373779,13046500.0,0.0,0.0,TSLA,2011-04-04
193,2011-04-05,5.340000152587891,15904500.0,0.0,0.0,TSLA,2011-04-05
194,2011-04-06,5.297999858856201,6441500.0,0.0,0.0,TSLA,2011-04-06
195,2011-04-07,5.447999954223633,14051500.0,0.0,0.0,TSLA,2011-04-07
196,2011-04-08,5.297999858856201,9732000.0,0.0,0.0,TSLA,2011-04-08
197,2011-04-11,5.053999900817871,6847000.0,0.0,0.0,TSLA,2011-04-11
198,2011-04-12,4.929999828338623,6787000.0,0.0,0.0,TSLA,2011-04-12
199,2011-04-13,4.986000061035156,6057500.0,0.0,0.0,TSLA,2011-04-13
200,2011-04-14,5.0279998779296875,4917000.0,0.0,0.0,TSLA,2011-04-14
201,2011-04-15,5.116000175476074,4717500.0,0.0,0.0,TSLA,2011-04-15
202,2011-04-18,5.00600004196167,5169500.0,0.0,0.0,TSLA,2011-04-18
203,2011-04-19,5.0320000648498535,2743500.0,0.0,0.0,TSLA,2011-04-19
204,2011-04-20,5.150000095367432,4186000.0,0.0,0.0,TSLA,2011-04-20
205,2011-04-21,5.3480000495910645,6930500.0,0.0,0.0,TSLA,2011-04-21
206,2011-04-25,5.2779998779296875,4004500.0,0.0,0.0,TSLA,2011-04-25
207,2011-04-26,5.386000156402588,7000000.0,0.0,0.0,TSLA,2011-04-26
208,2011-04-27,5.415999889373779,4984500.0,0.0,0.0,TSLA,2011-04-27
209,2011-04-28,5.5320000648498535,8000000.0,0.0,0.0,TSLA,2011-04-28
210,2011-04-29,5.519999980926514,3630000.0,0.0,0.0,TSLA,2011-04-29
211,2011-05-02,5.489999771118164,3923000.0,0.0,0.0,TSLA,2011-05-02
212,2011-05-03,5.374000072479248,4569500.0,0.0,0.0,TSLA,2011-05-03
213,2011-05-04,5.3379998207092285,5222500.0,0.0,0.0,TSLA,2011-05-04
214,2011-05-05,5.288000106811523,6092500.0,0.0,0.0,TSLA,2011-05-05
215,2011-05-06,5.423999786376953,4908500.0,0.0,0.0,TSLA,2011-05-06
216,2011-05-09,5.581999778747559,4582000.0,0.0,0.0,TSLA,2011-05-09
217,2011-05-10,5.665999889373779,7676500.0,0.0,0.0,TSLA,2011-05-10
218,2011-05-11,5.414000034332275,4812500.0,0.0,0.0,TSLA,2011-05-11
219,2011-05-12,5.533999919891357,3140000.0,0.0,0.0,TSLA,2011-05-12
220,2011-05-13,5.510000228881836,3307500.0,0.0,0.0,TSLA,2011-05-13
221,2011-05-16,5.320000171661377,3778500.0,0.0,0.0,TSLA,2011-05-16
222,2011-05-17,5.191999912261963,6171000.0,0.0,0.0,TSLA,2011-05-17
223,2011-05-18,5.269999980926514,3647500.0,0.0,0.0,TSLA,2011-05-18
224,2011-05-19,5.639999866485596,13275500.0,0.0,0.0,TSLA,2011-05-19
225,2011-05-20,5.593999862670898,4212500.0,0.0,0.0,TSLA,2011-05-20
226,2011-05-23,5.363999843597412,4318000.0,0.0,0.0,TSLA,2011-05-23
227,2011-05-24,5.343999862670898,3068500.0,0.0,0.0,TSLA,2011-05-24
228,2011-05-25,5.796000003814697,23465500.0,0.0,0.0,TSLA,2011-05-25
229,2011-05-26,5.895999908447266,16684500.0,0.0,0.0,TSLA,2011-05-26
230,2011-05-27,5.909999847412109,8435500.0,0.0,0.0,TSLA,2011-05-27
231,2011-05-31,6.0279998779296875,16452500.0,0.0,0.0,TSLA,2011-05-31
232,2011-06-01,5.703999996185303,7649500.0,0.0,0.0,TSLA,2011-06-01
233,2011-06-02,5.751999855041504,4931500.0,0.0,0.0,TSLA,2011-06-02
234,2011-06-03,6.026000022888184,31046000.0,0.0,0.0,TSLA,2011-06-03
235,2011-06-06,5.739999771118164,11655500.0,0.0,0.0,TSLA,2011-06-06
236,2011-06-07,5.673999786376953,6110500.0,0.0,0.0,TSLA,2011-06-07
237,2011-06-08,5.423999786376953,8479500.0,0.0,0.0,TSLA,2011-06-08
238,2011-06-09,5.52400016784668,8016000.0,0.0,0.0,TSLA,2011-06-09
239,2011-06-10,5.572000026702881,7833000.0,0.0,0.0,TSLA,2011-06-10
240,2011-06-13,5.685999870300293,8567000.0,0.0,0.0,TSLA,2011-06-13
241,2011-06-14,5.71999979019165,7867000.0,0.0,0.0,TSLA,2011-06-14
242,2011-06-15,5.464000225067139,6725000.0,0.0,0.0,TSLA,2011-06-15
243,2011-06-16,5.300000190734863,9211000.0,0.0,0.0,TSLA,2011-06-16
244,2011-06-17,5.300000190734863,8570000.0,0.0,0.0,TSLA,2011-06-17
245,2011-06-20,5.202000141143799,7689000.0,0.0,0.0,TSLA,2011-06-20
246,2011-06-21,5.50600004196167,7480000.0,0.0,0.0,TSLA,2011-06-21
247,2011-06-22,5.441999912261963,7378000.0,0.0,0.0,TSLA,2011-06-22
248,2011-06-23,5.541999816894531,5850000.0,0.0,0.0,TSLA,2011-06-23
249,2011-06-24,5.513999938964844,18042500.0,0.0,0.0,TSLA,2011-06-24
250,2011-06-27,5.492000102996826,9047000.0,0.0,0.0,TSLA,2011-06-27
251,2011-06-28,5.622000217437744,4446000.0,0.0,0.0,TSLA,2011-06-28
252,2011-06-29,5.6579999923706055,7309000.0,0.0,0.0,TSLA,2011-06-29
253,2011-06-30,5.826000213623047,4733500.0,0.0,0.0,TSLA,2011-06-30
254,2011-07-01,5.803999900817871,4274500.0,0.0,0.0,TSLA,2011-07-01
255,2011-07-05,5.828000068664551,4980000.0,0.0,0.0,TSLA,2011-07-05
256,2011-07-06,5.791999816894531,4634500.0,0.0,0.0,TSLA,2011-07-06
257,2011-07-07,5.946000099182129,6639500.0,0.0,0.0,TSLA,2011-07-07
258,2011-07-08,5.76200008392334,6203000.0,0.0,0.0,TSLA,2011-07-08
259,2011-07-11,5.670000076293945,4879000.0,0.0,0.0,TSLA,2011-07-11
260,2011-07-12,5.633999824523926,5227000.0,0.0,0.0,TSLA,2011-07-12
261,2011-07-13,5.728000164031982,5330000.0,0.0,0.0,TSLA,2011-07-13
262,2011-07-14,5.521999835968018,5795000.0,0.0,0.0,TSLA,2011-07-14
263,2011-07-15,5.515999794006348,3545000.0,0.0,0.0,TSLA,2011-07-15
264,2011-07-18,5.446000099182129,4259500.0,0.0,0.0,TSLA,2011-07-18
265,2011-07-19,5.578000068664551,5130500.0,0.0,0.0,TSLA,2011-07-19
266,2011-07-20,5.73799991607666,15241500.0,0.0,0.0,TSLA,2011-07-20
267,2011-07-21,5.739999771118164,5057500.0,0.0,0.0,TSLA,2011-07-21
268,2011-07-22,5.857999801635742,2917500.0,0.0,0.0,TSLA,2011-07-22
269,2011-07-25,5.697999954223633,3366500.0,0.0,0.0,TSLA,2011-07-25
270,2011-07-26,5.599999904632568,3803000.0,0.0,0.0,TSLA,2011-07-26
271,2011-07-27,5.5279998779296875,4792500.0,0.0,0.0,TSLA,2011-07-27
272,2011-07-28,5.633999824523926,4693500.0,0.0,0.0,TSLA,2011-07-28
273,2011-07-29,5.633999824523926,4741000.0,0.0,0.0,TSLA,2011-07-29
274,2011-08-01,5.754000186920166,5824500.0,0.0,0.0,TSLA,2011-08-01
275,2011-08-02,5.4679999351501465,7747000.0,0.0,0.0,TSLA,2011-08-02
276,2011-08-03,5.440000057220459,8972500.0,0.0,0.0,TSLA,2011-08-03
277,2011-08-04,4.949999809265137,15322500.0,0.0,0.0,TSLA,2011-08-04
278,2011-08-05,4.8480000495910645,9822000.0,0.0,0.0,TSLA,2011-08-05
279,2011-08-08,4.728000164031982,13042500.0,0.0,0.0,TSLA,2011-08-08
280,2011-08-09,5.01200008392334,6667000.0,0.0,0.0,TSLA,2011-08-09
281,2011-08-10,4.763999938964844,7821000.0,0.0,0.0,TSLA,2011-08-10
282,2011-08-11,5.059999942779541,4182500.0,0.0,0.0,TSLA,2011-08-11
283,2011-08-12,5.26200008392334,5045500.0,0.0,0.0,TSLA,2011-08-12
284,2011-08-15,5.245999813079834,3693000.0,0.0,0.0,TSLA,2011-08-15
285,2011-08-16,5.21999979019165,2688500.0,0.0,0.0,TSLA,2011-08-16
286,2011-08-17,5.165999889373779,3218500.0,0.0,0.0,TSLA,2011-08-17
287,2011-08-18,4.8520002365112305,5283000.0,0.0,0.0,TSLA,2011-08-18
288,2011-08-19,4.460000038146973,6876500.0,0.0,0.0,TSLA,2011-08-19
289,2011-08-22,4.389999866485596,4930500.0,0.0,0.0,TSLA,2011-08-22
290,2011-08-23,4.5920000076293945,4345000.0,0.0,0.0,TSLA,2011-08-23
291,2011-08-24,4.77400016784668,3421500.0,0.0,0.0,TSLA,2011-08-24
292,2011-08-25,4.622000217437744,3399000.0,0.0,0.0,TSLA,2011-08-25
293,2011-08-26,4.745999813079834,3809000.0,0.0,0.0,TSLA,2011-08-26
294,2011-08-29,4.941999912261963,4017000.0,0.0,0.0,TSLA,2011-08-29
295,2011-08-30,4.926000118255615,1831000.0,0.0,0.0,TSLA,2011-08-30
296,2011-08-31,4.947999954223633,4119000.0,0.0,0.0,TSLA,2011-08-31
297,2011-09-01,4.800000190734863,4240500.0,0.0,0.0,TSLA,2011-09-01
298,2011-09-02,4.613999843597412,3849500.0,0.0,0.0,TSLA,2011-09-02
299,2011-09-06,4.5879998207092285,4049000.0,0.0,0.0,TSLA,2011-09-06
300,2011-09-07,4.76800012588501,2296000.0,0.0,0.0,TSLA,2011-09-07
301,2011-09-08,4.7220001220703125,2528500.0,0.0,0.0,TSLA,2011-09-08
302,2011-09-09,4.593999862670898,3346500.0,0.0,0.0,TSLA,2011-09-09
303,2011-09-12,4.576000213623047,2833000.0,0.0,0.0,TSLA,2011-09-12
304,2011-09-13,4.815999984741211,3632500.0,0.0,0.0,TSLA,2011-09-13
305,2011-09-14,4.868000030517578,4154000.0,0.0,0.0,TSLA,2011-09-14
306,2011-09-15,4.964000225067139,2813000.0,0.0,0.0,TSLA,2011-09-15
307,2011-09-16,5.159999847412109,7085500.0,0.0,0.0,TSLA,2011-09-16
308,2011-09-19,5.1539998054504395,5787000.0,0.0,0.0,TSLA,2011-09-19
309,2011-09-20,5.202000141143799,5902000.0,0.0,0.0,TSLA,2011-09-20
310,2011-09-21,5.170000076293945,4938000.0,0.0,0.0,TSLA,2011-09-21
311,2011-09-22,5.125999927520752,3879000.0,0.0,0.0,TSLA,2011-09-22
312,2011-09-23,5.276000022888184,5782000.0,0.0,0.0,TSLA,2011-09-23
313,2011-09-26,5.104000091552734,4674000.0,0.0,0.0,TSLA,2011-09-26
314,2011-09-27,5.23799991607666,3372500.0,0.0,0.0,TSLA,2011-09-27
315,2011-09-28,4.918000221252441,3616500.0,0.0,0.0,TSLA,2011-09-28
316,2011-09-29,4.823999881744385,4648000.0,0.0,0.0,TSLA,2011-09-29
317,2011-09-30,4.877999782562256,6680500.0,0.0,0.0,TSLA,2011-09-30
318,2011-10-03,4.745999813079834,5116000.0,0.0,0.0,TSLA,2011-10-03
319,2011-10-04,4.73199987411499,6001500.0,0.0,0.0,TSLA,2011-10-04
320,2011-10-05,5.073999881744385,6147500.0,0.0,0.0,TSLA,2011-10-05
321,2011-10-06,5.392000198364258,8845500.0,0.0,0.0,TSLA,2011-10-06
322,2011-10-07,5.3979997634887695,6558000.0,0.0,0.0,TSLA,2011-10-07
